output_prefix	name	motif_id	cluster	total_tfbs	abnormal_mean_score	abnormal_bound	normal_mean_score	normal_bound	abnormal_normal_change	abnormal_normal_pvalue
MZF1_MA0056.2	MZF1	MA0056.2	C_MZF1	8972	0.71013	2134	0.75317	2178	0.00128	4.08993E-03
MAFGNFE2L1_MA0089.2	MAFG::NFE2L1	MA0089.2	C_MAFG::NFE2L1	12930	0.85825	4413	0.89571	4473	0.0296	3.77166E-56
NFIL3_MA0025.2	NFIL3	MA0025.2	C_NFIL3	10040	0.56492	1586	0.59703	1535	0.00222	3.27643E-01
NFYB_MA0502.2	NFYB	MA0502.2	C_NFYB	9378	1.23284	4651	1.33198	4750	0.01063	5.09745E-12
NKX2-5_MA0063.2	NKX2-5	MA0063.2	C_NKX2-5	7506	0.66148	1605	0.69977	1571	-0.00972	1.39746E-12
NR4A1_MA1112.2	NR4A1	MA1112.2	C_NR4A1	14577	0.63989	2965	0.68084	2981	-0.00069	2.24612E-01
ONECUT1_MA0679.2	ONECUT1	MA0679.2	C_ONECUT1	17522	0.48651	2014	0.51327	1854	-0.00439	1.06058E-05
OTX2_MA0712.2	OTX2	MA0712.2	C_OTX2	11070	0.57784	1738	0.61744	1752	-0.02817	1.19657E-51
PBX2_MA1113.2	PBX2	MA1113.2	C_MEIS2	14223	0.54003	2068	0.56246	1884	0.00736	1.08711E-10
PHOX2B_MA0681.2	PHOX2B	MA0681.2	C_PHOX2B	25483	0.45977	2231	0.47501	1955	0.01327	1.27460E-36
PKNOX1_MA0782.2	PKNOX1	MA0782.2	C_PBX3	11663	0.79167	3365	0.84362	3450	-0.02492	1.25347E-48
POU2F3_MA0627.2	POU2F3	MA0627.2	C_POU2F3	16709	0.52995	2413	0.56001	2331	-0.00872	4.57227E-23
PRDM1_MA0508.3	PRDM1	MA0508.3	C_PRDM1	23344	0.65372	4836	0.69137	4864	-0.00409	1.56906E-08
RUNX3_MA0684.2	RUNX3	MA0684.2	C_RUNX3	11570	0.7194	2960	0.73457	2712	0.05107	8.35844E-80
SCRT1_MA0743.2	SCRT1	MA0743.2	C_SCRT1	9190	0.71546	2318	0.76945	2393	-0.03471	1.98220E-57
SCRT2_MA0744.2	SCRT2	MA0744.2	C_SCRT1	9345	0.73022	2437	0.78555	2517	-0.03588	3.90286E-55
SNAI2_MA0745.2	SNAI2	MA0745.2	C_TCF3	15269	0.79583	4624	0.84957	4679	-0.01817	8.96230E-39
SOX2_MA0143.4	SOX2	MA0143.4	C_Sox17	9138	0.65883	2032	0.67937	1851	0.0193	7.81104E-34
SPIB_MA0081.2	SPIB	MA0081.2	C_Spi1	30306	0.74321	8154	0.78508	8314	0.00448	6.76832E-13
SREBF1_MA0829.2	SREBF1	MA0829.2	C_SREBF2	6777	0.76702	1887	0.80664	1890	0.00442	1.66451E-01
TCF3_MA0522.3	TCF3	MA0522.3	C_TCF3	14877	0.88473	5328	0.94541	5592	-0.0062	5.95617E-13
TCF4_MA0830.2	TCF4	MA0830.2	C_TCF3	18061	0.86075	6169	0.91865	6432	-0.00625	7.92142E-11
TCF7_MA0769.2	TCF7	MA0769.2	C_Lef1	12303	0.70685	2748	0.73739	2648	0.04155	1.22576E-67
TEAD1_MA0090.3	TEAD1	MA0090.3	C_TEAD4	13115	0.75472	3375	0.79312	3418	0.01402	7.62318E-28
TEAD4_MA0809.2	TEAD4	MA0809.2	C_TEAD4	14843	0.74589	3685	0.78352	3723	0.02101	1.95475E-41
TFAP2A_MA0003.4	TFAP2A	MA0003.4	C_TFAP2C	16439	0.89457	5974	0.95751	6238	-0.00398	2.54245E-07
TFAP2C_MA0814.2	TFAP2C	MA0814.2	C_TFAP2C	19861	0.90932	7365	0.97032	7745	0.00704	1.13211E-11
TWIST1_MA1123.2	TWIST1	MA1123.2	C_Neurod2	10251	0.67166	2299	0.71965	2392	-0.03308	9.62688E-57
USF1_MA0093.3	USF1	MA0093.3	C_USF1	7243	0.84482	2385	0.89455	2410	-0.00695	2.79414E-10
YY2_MA0748.2	YY2	MA0748.2	C_YY2	5778	1.09143	2909	1.15763	3108	0.03719	3.52841E-46
ZNF263_MA0528.2	ZNF263	MA0528.2	C_ZNF263	31590	0.91682	11854	0.96934	12552	0.01487	2.84216E-50
CREM_MA0609.2	CREM	MA0609.2	C_FOSL2::JUNB	3672	1.08454	1695	1.14855	1774	0.0201	2.00613E-18
Foxn1_MA1684.1	Foxn1	MA1684.1	C_Foxn1	16988	1.04408	7693	1.10842	8226	0.03501	1.83397E-66
TFCP2_MA1760.1	TFCP2	MA1760.1	C_TFCP2	3317	0.74914	918	0.80636	964	-0.00208	1.61206E-01
TFAP4ETV1_MA1779.1	TFAP4::ETV1	MA1779.1	C_ETV5::FIGLA	13018	0.9295	5001	0.98954	5248	-0.00068	4.33600E-01
TFAP4FLI1_MA1780.1	TFAP4::FLI1	MA1780.1	C_TFAP4::FLI1	11898	0.83664	3910	0.89686	4080	-0.01603	1.47837E-32
ELK1SREBF2_MA1781.1	ELK1::SREBF2	MA1781.1	C_ELK1::SREBF2	5283	1.08683	2564	1.14236	2615	0.04969	1.81882E-54
ERFFOXI1_MA1783.1	ERF::FOXI1	MA1783.1	C_ERF::FOXI1	15454	0.77494	4494	0.827	4672	-0.00935	9.66184E-18
ERFFOXO1_MA1784.1	ERF::FOXO1	MA1784.1	C_ERF::FOXO1	15007	0.73585	3976	0.78391	4079	-0.00439	1.39617E-06
ETV2FOXI1_MA1785.1	ETV2::FOXI1	MA1785.1	C_ERF::FOXI1	15422	0.79267	4637	0.84598	4818	-0.0123	1.23712E-33
ETV5FOXI1_MA1786.1	ETV5::FOXI1	MA1786.1	C_ERF::FOXI1	12119	0.77748	3484	0.82411	3576	-0.0046	7.93052E-10
ETV5FOXO1_MA1787.1	ETV5::FOXO1	MA1787.1	C_ETV5::FOXO1	13784	0.71548	3500	0.76269	3594	-0.01153	2.24915E-23
FLI1FOXI1_MA1788.1	FLI1::FOXI1	MA1788.1	C_ERF::FOXI1	15811	0.72268	4107	0.77197	4211	-0.01926	3.20080E-40
ELK1HOXA1_MA1789.1	ELK1::HOXA1	MA1789.1	C_ELK1::HOXA1	6198	0.99218	2629	1.04178	2768	0.02985	4.25037E-41
ELK1HOXB13_MA1790.1	ELK1::HOXB13	MA1790.1	C_ELK1::HOXB13	5201	0.89066	1894	0.92931	1944	0.04523	4.34294E-57
ERFHOXB13_MA1791.1	ERF::HOXB13	MA1791.1	C_ERF::HOXB13	7461	0.68647	1747	0.72358	1766	0.0087	1.22512E-08
ETV2HOXB13_MA1792.1	ETV2::HOXB13	MA1792.1	C_ETV2::HOXB13	5258	0.67479	1208	0.71424	1211	-0.00375	3.54482E-02
ETV5HOXA2_MA1793.1	ETV5::HOXA2	MA1793.1	C_ETV5::HOXA2	5538	0.77438	1542	0.80795	1528	0.02218	8.53776E-28
ETV2DRGX_MA1794.1	ETV2::DRGX	MA1794.1	C_FLI1::DRGX	6592	0.6958	1613	0.7355	1613	0.00261	4.21076E-03
ETV5DRGX_MA1795.1	ETV5::DRGX	MA1795.1	C_FLI1::DRGX	8877	0.7523	2424	0.79328	2479	-0.00108	1.70095E-01
ERFFIGLA_MA1796.1	ERF::FIGLA	MA1796.1	C_ETV5::FIGLA	10485	0.88251	3698	0.94348	3882	-0.00863	3.31011E-14
ERFNHLH1_MA1797.1	ERF::NHLH1	MA1797.1	C_ERF::NHLH1	11588	0.89385	4177	0.94979	4414	0.01261	3.31678E-21
ETV5FIGLA_MA1799.1	ETV5::FIGLA	MA1799.1	C_ETV5::FIGLA	15139	0.87712	5301	0.93484	5497	-4e-05	6.56578E-01
FOS_MA1800.1	FOS	MA1800.1	C_FOSL2::JUNB	3567	1.04156	1516	1.11548	1591	0.00292	1.67377E-02
FOXJ2ELF1_MA1801.1	FOXJ2::ELF1	MA1801.1	C_FOXJ2::ELF1	18400	0.69391	4457	0.73545	4541	0.00302	2.27587E-02
FOXO1ELF1_MA1802.1	FOXO1::ELF1	MA1802.1	C_ERF::FOXI1	16335	0.69713	3976	0.74267	4068	-0.01341	1.08650E-29
FOXO1ELK1_MA1803.1	FOXO1::ELK1	MA1803.1	C_ERF::FOXI1	17276	0.73934	4686	0.78352	4801	0.00087	3.89727E-02
FOXO1ELK3_MA1804.1	FOXO1::ELK3	MA1804.1	C_ERF::FOXI1	13344	0.72263	3459	0.76937	3554	-0.00934	1.62852E-16
FOXO1FLI1_MA1805.1	FOXO1::FLI1	MA1805.1	C_ERF::FOXI1	15535	0.68389	3635	0.7253	3720	-0.00679	1.93215E-10
HOXD12ELK1_MA1807.1	HOXD12::ELK1	MA1807.1	C_HOXD12::ELK1	7027	0.68168	1635	0.71747	1644	0.00263	4.84818E-01
FLI1DRGX_MA1808.1	FLI1::DRGX	MA1808.1	C_FLI1::DRGX	6633	0.77445	1877	0.8182	1886	0.01142	2.21055E-18
POU2F1SOX2_MA1809.1	POU2F1::SOX2	MA1809.1	C_POU2F1::SOX2	16537	0.50997	1958	0.52942	1800	-0.00427	1.30305E-08
MGAEVX1_MA1810.1	MGA::EVX1	MA1810.1	C_MGA::EVX1	8311	0.63782	1479	0.67273	1519	-0.04698	6.80059E-66
ZNF418_MA1864.1	ZNF418	MA1864.1	C_ZNF418	16846	0.6431	3503	0.68801	3508	-0.00679	3.76890E-12
ZNF574_MA1865.1	ZNF574	MA1865.1	C_ZNF574	11305	0.93602	4380	1.00787	4620	-0.00831	7.28685E-13
PATZ1_MA1866.1	PATZ1	MA1866.1	C_PATZ1	50808	1.08151	24498	1.12902	25619	0.07278	1.90400E-118
ZNF214_MA1867.1	ZNF214	MA1867.1	C_ZNF214	9172	0.64433	1820	0.68927	1839	-0.02243	1.17111E-39
ZNF320_MA1868.1	ZNF320	MA1868.1	C_ZNF320	25242	0.87909	8737	0.92965	9130	0.01992	1.38572E-52
ZNF324_MA1869.1	ZNF324	MA1869.1	C_ZNF324	13095	0.69062	3125	0.73722	3132	-0.02639	1.22724E-48
KLF7_MA1870.1	KLF7	MA1870.1	C_PATZ1	34712	1.17702	18774	1.2226	19450	0.08651	3.63672E-122
ZFP14_MA1871.1	ZFP14	MA1871.1	C_ZFP14	26059	0.85329	8584	0.91676	9108	-0.01768	2.75449E-51
ZNF354A_MA1872.1	ZNF354A	MA1872.1	C_ZNF354A	38548	0.43381	3284	0.45416	2898	0.00682	1.37133E-25
ZNF530_MA1873.1	ZNF530	MA1873.1	C_ZNF530	35041	0.90863	13015	0.96176	13472	0.02378	2.85417E-66
ZNF667_MA1874.1	ZNF667	MA1874.1	C_ZNF667	9338	0.69207	2203	0.74354	2267	-0.02139	7.80603E-36
ZNF669_MA1875.1	ZNF669	MA1875.1	C_ZNF669	4647	0.95227	1819	1.01092	1866	0.01979	3.66099E-28
ZNF701_MA1876.1	ZNF701	MA1876.1	C_ZNF701	27291	0.81473	8403	0.86772	8747	-0.00309	8.87778E-07
NKX2-4_MA1879.1	NKX2-4	MA1879.1	C_Nkx2-1	8280	0.70667	1958	0.75338	1979	-0.02306	2.04510E-34
ZBED2_MA2020.1	ZBED2	MA2020.1	C_ZBED2	3415	0.9254	1013	0.95135	1095	-0.00574	1.86525E-05
TRPS1_MA2021.1	TRPS1	MA2021.1	C_GATA6	13023	0.57453	2184	0.61096	2159	-0.00247	7.57408E-04
BNC2_MA2022.1	BNC2	MA2022.1	C_FOSL1	13061	1.01037	5697	1.03302	5743	0.07725	7.73742E-98
ZNF211_MA2023.1	ZNF211	MA2023.1	C_ZNF211	7605	0.59969	1092	0.65287	1042	-0.02499	2.85574E-38
SATB1_MA2024.1	SATB1	MA2024.1	C_SATB1	12658	0.47969	1425	0.5038	1342	0.00164	3.49749E-02
CTCF_MA2025.1	CTCF	MA2025.1	C_CTCF	16168	0.96029	6559	1.09167	7537	-0.0875	1.21180E-102
CTCF_MA2026.1	CTCF	MA2026.1	C_CTCF	14851	0.95437	5996	1.07778	6789	-0.07442	3.71305E-98
ZKSCAN3_MA2027.1	ZKSCAN3	MA2027.1	C_ZKSCAN3	10238	0.87982	3559	0.95364	3759	-0.02242	9.38198E-36
ZNF416_MA2028.1	ZNF416	MA2028.1	C_ZNF416	13946	0.76894	3876	0.82501	4085	-0.0211	8.93617E-46
ZNF582_MA2029.1	ZNF582	MA2029.1	C_ZNF582	11688	0.64453	2397	0.69967	2519	-0.03705	3.29384E-63
ZNF692_MA2030.1	ZNF692	MA2030.1	C_ZNF692	12619	0.90196	4551	0.9676	4796	-0.00359	2.00102E-04
SMAD2_MA2031.1	SMAD2	MA2031.1	C_SMAD2	10714	0.80421	3263	0.8665	3422	-0.02089	5.76455E-40
SP5_MA2032.1	SP5	MA2032.1	C_SP5	39192	0.95352	15646	1.00144	16428	0.03583	8.60648E-90
THRA_MA2033.1	THRA	MA2033.1	C_THRA	14819	0.74394	3939	0.7983	4041	-0.01928	8.78504E-42
Bcl11B_MA2034.1	Bcl11B	MA2034.1	C_Bcl11B	15834	0.71219	3781	0.71667	3489	0.0423	5.45264E-74
Zfp335_MA2035.1	Zfp335	MA2035.1	C_Zfp335	13199	0.78297	3853	0.84595	4018	-0.03468	2.75248E-62
Atf3_MA2036.1	Atf3	MA2036.1	C_FOSL1	14324	0.99302	6113	1.01572	6140	0.07675	1.22492E-93
Six4_MA2037.1	Six4	MA2037.1	C_SIX2	9386	0.70458	2289	0.75239	2389	-0.01958	1.23019E-34
Gli1_MA2038.1	Gli1	MA2038.1	C_Gli2	10469	0.79334	3025	0.84411	3080	-0.00573	1.44733E-05
Prdm5_MA2039.1	Prdm5	MA2039.1	C_Prdm5	17005	0.69704	4061	0.74752	4143	-0.02481	8.91201E-56
Prdm14_MA2040.1	Prdm14	MA2040.1	C_Prdm14	6679	0.67606	1496	0.72609	1500	-0.02428	4.52261E-35
Nkx2-1_MA2041.1	Nkx2-1	MA2041.1	C_Nkx2-1	9699	0.59764	1639	0.64015	1632	-0.02664	3.90164E-41
Npas4_MA2042.1	Npas4	MA2042.1	C_Npas4	2297	0.89399	802	0.95129	841	0.01012	1.68209E-12
Hnf1A_MA2043.1	Hnf1A	MA2043.1	C_Lef1	14257	0.71736	3332	0.75432	3219	0.02037	1.36923E-47
Neurod2_MA2044.1	Neurod2	MA2044.1	C_Ascl2	10379	0.86234	3586	0.91795	3729	-0.00884	2.20113E-13
Olig2_MA2045.1	Olig2	MA2045.1	C_Ascl2	9742	0.85273	3318	0.91003	3426	-0.01556	9.86192E-26
Ikzf3_MA2046.1	Ikzf3	MA2046.1	C_EHF	25730	0.86923	9067	0.92452	9312	-0.00239	1.14088E-04
Nr1H2_MA2047.1	Nr1H2	MA2047.1	C_Nr1H2	12465	0.71656	3157	0.7624	3182	-0.02205	8.92508E-43
Gata3_MA0037.4	Gata3	MA0037.4	C_GATA6	13586	0.58136	2327	0.61853	2295	-0.00446	1.57952E-08
FOXD3_MA0041.2	FOXD3	MA0041.2	C_FOXD3	33173	0.50708	4250	0.53112	4020	0.01297	1.62702E-41
Irf1_MA0050.3	Irf1	MA0050.3	C_Irf1	33936	0.53743	4885	0.57159	4885	-0.00533	3.26476E-15
PAX2_MA0067.2	PAX2	MA0067.2	C_PAX2	2579	0.95119	969	1.0065	976	0.0108	1.83787E-09
Sox17_MA0078.2	Sox17	MA0078.2	C_Sox17	12371	0.64897	2675	0.67417	2460	0.02431	2.23135E-50
SP1_MA0079.5	SP1	MA0079.5	C_PATZ1	39845	1.09545	19576	1.14198	20398	0.07967	2.43878E-119
Spi1_MA0080.6	Spi1	MA0080.6	C_Spi1	37028	0.70747	9179	0.7485	9323	-0.00101	1.03713E-02
Sox5_MA0087.2	Sox5	MA0087.2	C_Sox17	10275	0.6747	2361	0.70612	2239	0.01155	7.08886E-23
Yy1_MA0095.3	Yy1	MA0095.3	C_Yy1	13815	0.64713	2874	0.68151	2868	-0.0017	4.52531E-01
Elf5_MA0136.3	Elf5	MA0136.3	C_Elf5	28413	0.74279	7723	0.78908	7906	-0.00227	1.07753E-05
Nfatc2_MA0152.2	Nfatc2	MA0152.2	C_Nfatc2	23286	0.68199	4220	0.72232	4084	0.01698	2.29020E-41
FEV_MA0156.3	FEV	MA0156.3	C_ETS1	6345	1.22062	3630	1.27712	3775	0.0672	4.65841E-75
Foxo3_MA0157.3	Foxo3	MA0157.3	C_Foxj3	18214	0.64094	3834	0.67282	3742	0.01361	5.81057E-30
NR4A2_MA0160.2	NR4A2	MA0160.2	C_NR4A1	9732	0.6669	2095	0.70843	2106	0.00033	2.33363E-01
CEBPB_MA0466.3	CEBPB	MA0466.3	C_CEBPA	1594	0.76313	444	0.81157	448	0.01374	5.57199E-08
Crx_MA0467.2	Crx	MA0467.2	C_OTX2	10884	0.58546	1755	0.62586	1759	-0.03262	9.33961E-60
Erg_MA0474.3	Erg	MA0474.3	C_EHF	24792	0.84564	8406	0.90091	8613	-0.00388	4.79583E-09
Foxo1_MA0480.2	Foxo1	MA0480.2	C_Foxj3	19338	0.64962	4127	0.68367	4112	0.00818	1.52068E-15
Jun_MA0489.2	Jun	MA0489.2	C_FOSL1	13659	1.01083	5981	1.03241	6005	0.0827	8.36911E-98
KLF1_MA0493.2	KLF1	MA0493.2	C_PATZ1	42841	1.06232	20095	1.10943	20883	0.06202	3.98791E-111
Nr5A2_MA0505.2	Nr5A2	MA0505.2	C_NR5A1	10849	0.69532	2626	0.75003	2628	-0.03797	4.79532E-67
Nrf1_MA0506.2	Nrf1	MA0506.2	C_Nrf1	11611	1.3355	7085	1.37149	7443	0.10219	1.55384E-111
POU2F2_MA0507.2	POU2F2	MA0507.2	C_POU3F3	12768	0.5379	1911	0.57429	1868	-0.02411	1.70891E-48
RFX1_MA0509.3	RFX1	MA0509.3	C_RFX2	3808	1.00537	1381	1.02899	1415	0.00989	1.15779E-06
Sox3_MA0514.2	Sox3	MA0514.2	C_Sox17	8762	0.69651	2121	0.71771	1951	0.02153	3.26867E-35
SP2_MA0516.3	SP2	MA0516.3	C_PATZ1	38848	1.1802	21011	1.22769	21926	0.08827	9.61018E-124
Tcf12_MA0521.2	Tcf12	MA0521.2	C_MYOD1	8216	0.81118	2539	0.86588	2622	-0.02815	3.07046E-40
USF2_MA0526.4	USF2	MA0526.4	C_ARNT2	2869	1.12998	1430	1.20058	1498	0.03778	2.49378E-30
THAP1_MA0597.2	THAP1	MA0597.2	C_THAP1	20846	0.8972	7491	0.96597	7992	-0.01377	3.77012E-37
Nfat5_MA0606.2	Nfat5	MA0606.2	C_Nfatc2	23055	0.5405	3324	0.57806	3185	-0.00905	3.07826E-27
BHLHA15_MA0607.2	BHLHA15	MA0607.2	C_Atoh1	2407	0.59213	433	0.66066	451	-0.08774	4.68537E-68
Dux_MA0611.2	Dux	MA0611.2	C_Dux	8082	0.60999	1396	0.64301	1318	-0.00048	4.69952E-01
Nfatc1_MA0624.2	Nfatc1	MA0624.2	C_Nfatc2	18038	0.61353	3245	0.65727	3172	-0.01256	8.10761E-29
NFATC3_MA0625.2	NFATC3	MA0625.2	C_Nfatc2	13564	0.62326	2579	0.66873	2522	-0.00776	2.84537E-13
Twist2_MA0633.2	Twist2	MA0633.2	C_Ascl2	10733	0.87131	3744	0.92597	3876	-0.00359	1.76932E-04
EN2_MA0642.2	EN2	MA0642.2	C_Dlx3	4321	0.59681	775	0.62881	748	0.00113	6.94929E-01
ESX1_MA0644.2	ESX1	MA0644.2	C_EMX1	6239	0.52689	876	0.5591	851	-0.01911	3.15128E-24
Hoxa13_MA0650.3	Hoxa13	MA0650.3	C_HOXB13	16438	0.56083	2348	0.58474	2311	0.0001	3.49065E-01
HOXC11_MA0651.2	HOXC11	MA0651.2	C_HOXC10	4094	0.59561	735	0.6123	709	0.03744	2.27922E-44
Mafg_MA0659.3	Mafg	MA0659.3	C_MAFK	13159	0.85278	4406	0.90385	4560	-0.00259	1.46995E-02
MSX1_MA0666.2	MSX1	MA0666.2	C_Dlx3	5860	0.56202	931	0.58661	899	0.01504	1.61491E-22
Neurod2_MA0668.2	Neurod2	MA0668.2	C_Neurod2	11365	0.71519	2863	0.76649	2904	-0.03255	1.97310E-52
Pax7_MA0680.2	Pax7	MA0680.2	C_Pax7	14239	0.48974	1476	0.50277	1351	0.00504	2.43852E-14
SP4_MA0685.2	SP4	MA0685.2	C_PATZ1	41682	1.11048	20777	1.15722	21641	0.0726	1.38082E-117
TBX21_MA0690.2	TBX21	MA0690.2	C_TBX3	9030	0.68561	2085	0.72523	2011	-0.01558	6.37897E-25
Vdr_MA0693.3	Vdr	MA0693.3	C_NR1I3	10475	0.64916	2172	0.69946	2258	-0.02791	2.73616E-44
Zic3_MA0697.2	Zic3	MA0697.2	C_Zic2	21450	0.866	7397	0.94244	7959	-0.0381	3.68088E-73
MNX1_MA0707.2	MNX1	MA0707.2	C_DLX6	8134	0.57524	1091	0.59411	1032	-0.01393	8.29885E-24
MSX2_MA0708.2	MSX2	MA0708.2	C_Dlx3	5860	0.56202	931	0.58661	899	0.01504	1.61491E-22
VAX2_MA0723.2	VAX2	MA0723.2	C_EMX1	3825	0.52082	530	0.54459	505	-0.00887	4.56082E-09
Gli2_MA0734.3	Gli2	MA0734.3	C_Gli2	10894	0.8246	3389	0.87706	3473	-0.00153	2.22549E-01
KLF14_MA0740.2	KLF14	MA0740.2	C_PATZ1	37126	1.13556	19080	1.17971	19782	0.08159	3.25149E-120
KLF12_MA0742.2	KLF12	MA0742.2	C_PATZ1	33210	1.19159	18219	1.2355	18936	0.09919	1.04748E-127
CUX1_MA0754.2	CUX1	MA0754.2	C_ONECUT1	3239	0.5526	461	0.58594	450	0.0032	2.87465E-02
ONECUT2_MA0756.2	ONECUT2	MA0756.2	C_ONECUT1	2414	0.61357	390	0.66732	422	-0.06257	1.44405E-49
ELK3_MA0759.2	ELK3	MA0759.2	C_ETS1	6476	1.31472	4046	1.37419	4235	0.07684	3.37784E-78
ETV4_MA0764.3	ETV4	MA0764.3	C_ETS1	6283	1.2968	3881	1.35994	4066	0.06573	1.74118E-77
ETV5_MA0765.3	ETV5	MA0765.3	C_ETS1	5805	1.28138	3531	1.34399	3682	0.06201	4.89129E-71
Lef1_MA0768.2	Lef1	MA0768.2	C_Lef1	14309	0.74524	3322	0.78617	3196	0.02336	1.48345E-50
POU1F1_MA0784.2	POU1F1	MA0784.2	C_POU3F3	13774	0.52936	1950	0.5582	1848	-0.01328	3.27679E-31
RFX3_MA0798.3	RFX3	MA0798.3	C_RFX2	4006	1.02497	1528	1.0468	1555	0.01402	2.60576E-15
RFX4_MA0799.2	RFX4	MA0799.2	C_RFX4	2883	0.922	1082	0.99069	1183	-0.03388	4.16021E-37
BHLHE22_MA0818.2	BHLHE22	MA0818.2	C_Atoh1	2134	0.58316	378	0.63485	369	-0.06662	3.63192E-50
CLOCK_MA0819.2	CLOCK	MA0819.2	C_CLOCK	4222	0.76478	1220	0.82555	1251	-0.03694	8.54769E-42
HES5_MA0821.2	HES5	MA0821.2	C_HEY2	2436	0.96508	971	1.01681	991	0.02861	4.08770E-28
SREBF2_MA0828.2	SREBF2	MA0828.2	C_SREBF2	2710	0.9138	1009	0.97277	1031	0.00357	3.71407E-02
TFE3_MA0831.3	TFE3	MA0831.3	C_ARNT2	3177	1.10664	1531	1.16888	1606	0.0229	7.83538E-27
CEBPE_MA0837.2	CEBPE	MA0837.2	C_CEBPA	1751	0.74249	471	0.79358	471	0.0008	7.16967E-01
FOXD2_MA0847.3	FOXD2	MA0847.3	C_FOXE1	24074	0.59359	4413	0.62644	4339	0.01162	3.23780E-26
E2F8_MA0865.2	E2F8	MA0865.2	C_E2F8	3959	0.94724	1552	0.99523	1609	0.03175	1.20645E-39
Sox11_MA0869.2	Sox11	MA0869.2	C_SOX4	20687	0.66685	4631	0.70302	4535	0.01054	1.95881E-28
BARHL1_MA0877.3	BARHL1	MA0877.3	C_BARHL2	4104	0.60677	739	0.64608	718	-0.01007	2.18053E-08
CDX1_MA0878.3	CDX1	MA0878.3	C_HOXA10	11296	0.6112	1909	0.62498	1790	0.01881	2.10900E-33
DLX1_MA0879.2	DLX1	MA0879.2	C_Dlx3	4599	0.61081	855	0.64032	822	0.00907	1.03650E-11
DUXA_MA0884.2	DUXA	MA0884.2	C_DUXA	5670	0.52825	815	0.55138	756	0.00782	4.01551E-07
Dlx2_MA0885.2	Dlx2	MA0885.2	C_HOXC8	7205	0.57586	1167	0.60657	1130	-0.00738	3.99144E-11
Hoxd13_MA0909.3	Hoxd13	MA0909.3	C_HOXB13	10182	0.61044	1647	0.63149	1630	-0.01136	1.34152E-14
Nr1H4_MA1110.2	Nr1H4	MA1110.2	C_Nr1H2	12611	0.73584	3335	0.78382	3376	-0.02281	3.81022E-43
Atoh1_MA1467.2	Atoh1	MA1467.2	C_Neurod2	10021	0.69959	2410	0.75177	2481	-0.03812	3.68338E-61
Bhlha15_MA1472.2	Bhlha15	MA1472.2	C_MYOD1	8306	0.81158	2588	0.86391	2615	-0.01841	2.83474E-28
Dlx5_MA1476.2	Dlx5	MA1476.2	C_HOXC8	7333	0.56798	1149	0.59709	1121	-0.00192	4.14516E-01
ELF2_MA1483.2	ELF2	MA1483.2	C_ELF2	10688	1.01533	4714	1.07322	4911	0.02219	1.16115E-45
FOXE1_MA1487.2	FOXE1	MA1487.2	C_FOXE1	31514	0.55206	4884	0.58432	4841	0.00632	1.44921E-21
GLI3_MA1491.2	GLI3	MA1491.2	C_GLI3	6491	0.8132	1991	0.86431	2020	-0.0003	8.93975E-02
HOXA7_MA1498.2	HOXA7	MA1498.2	C_NKX6-2	6398	0.57388	1053	0.60201	1038	0.01172	1.52014E-17
KLF10_MA1511.2	KLF10	MA1511.2	C_PATZ1	37041	1.14647	19237	1.18987	19972	0.08954	4.36673E-121
Lhx1_MA1518.2	Lhx1	MA1518.2	C_Lhx1	4482	0.54522	680	0.57334	681	-0.01626	7.61588E-17
Msgn1_MA1524.2	Msgn1	MA1524.2	C_Msgn1	9979	0.6599	2057	0.71019	2045	-0.03156	2.84826E-52
NFATC4_MA1525.2	NFATC4	MA1525.2	C_Nfatc2	12104	0.6162	2253	0.65587	2235	0.00432	4.07903E-06
NR1D2_MA1532.2	NR1D2	MA1532.2	C_NR1D1	7789	0.73759	2034	0.78288	2033	-0.01748	3.56291E-30
NR5A1_MA1540.2	NR5A1	MA1540.2	C_NR5A1	12571	0.6654	2774	0.71919	2830	-0.04082	2.05760E-70
PITX2_MA1547.2	PITX2	MA1547.2	C_OTX2	6352	0.63681	1223	0.67676	1235	-0.0207	2.24798E-30
SOX18_MA1563.2	SOX18	MA1563.2	C_SOX15	8998	0.61082	1724	0.63618	1618	0.00834	2.64878E-10
TBX3_MA1566.2	TBX3	MA1566.2	C_TBX3	8133	0.6899	1913	0.73769	1876	-0.02484	5.76842E-41
Tbx6_MA1567.2	Tbx6	MA1567.2	C_TBX3	12410	0.71429	3082	0.75919	3067	-0.01283	2.14263E-28
Thap11_MA1573.2	Thap11	MA1573.2	C_Thap11	11024	0.93622	3894	1.00152	4020	-0.00152	9.13792E-01
ZNF75D_MA1601.2	ZNF75D	MA1601.2	C_ZNF75D	11494	0.74562	3093	0.79483	3121	-0.00308	3.47405E-03
ZNF281_MA1630.2	ZNF281	MA1630.2	C_ZNF281	43863	0.96445	17833	1.00626	18449	0.05374	5.47775E-112
BACH1_MA1633.2	BACH1	MA1633.2	C_FOSL1	12646	1.02035	5577	1.0378	5606	0.09259	8.65782E-108
Prdm4_MA1647.2	Prdm4	MA1647.2	C_Prdm4	11154	0.65843	2392	0.70746	2524	-0.01378	1.16246E-23
